Date,Close
02 Jan 1970,93.0
05 Jan 1970,93.45999908447266
06 Jan 1970,92.81999969482422
07 Jan 1970,92.62999725341797
08 Jan 1970,92.68000030517578
09 Jan 1970,92.4000015258789
12 Jan 1970,91.69999694824219
13 Jan 1970,91.91999816894531
14 Jan 1970,91.6500015258789
15 Jan 1970,91.68000030517578
16 Jan 1970,90.91999816894531
19 Jan 1970,89.6500015258789
20 Jan 1970,89.83000183105469
21 Jan 1970,89.94999694824219
22 Jan 1970,90.04000091552734
23 Jan 1970,89.37000274658203
26 Jan 1970,88.16999816894531
27 Jan 1970,87.62000274658203
28 Jan 1970,86.79000091552734
29 Jan 1970,85.69000244140625
30 Jan 1970,85.0199966430664
02 Feb 1970,85.75
03 Feb 1970,86.7699966430664
04 Feb 1970,86.23999786376953
05 Feb 1970,85.9000015258789
06 Feb 1970,86.33000183105469
09 Feb 1970,87.01000213623047
10 Feb 1970,86.0999984741211
11 Feb 1970,86.94000244140625
12 Feb 1970,86.7300033569336
13 Feb 1970,86.54000091552734
16 Feb 1970,86.47000122070312
17 Feb 1970,86.37000274658203
18 Feb 1970,87.44000244140625
19 Feb 1970,87.76000213623047
20 Feb 1970,88.02999877929688
24 Feb 1970,87.98999786376953
25 Feb 1970,89.3499984741211
26 Feb 1970,88.9000015258789
27 Feb 1970,89.5
02 Mar 1970,89.70999908447266
03 Mar 1970,90.2300033569336
04 Mar 1970,90.04000091552734
05 Mar 1970,90.0
06 Mar 1970,89.44000244140625
09 Mar 1970,88.51000213623047
10 Mar 1970,88.75
11 Mar 1970,88.69000244140625
12 Mar 1970,88.33000183105469
13 Mar 1970,87.86000061035156
16 Mar 1970,86.91000366210938
17 Mar 1970,87.29000091552734
18 Mar 1970,87.54000091552734
19 Mar 1970,87.41999816894531
20 Mar 1970,87.05999755859375
23 Mar 1970,86.98999786376953
24 Mar 1970,87.9800033569336
25 Mar 1970,89.7699966430664
26 Mar 1970,89.91999816894531
30 Mar 1970,89.62999725341797
31 Mar 1970,89.62999725341797
01 Apr 1970,90.06999969482422
02 Apr 1970,89.79000091552734
03 Apr 1970,89.38999938964844
06 Apr 1970,88.76000213623047
07 Apr 1970,88.5199966430664
08 Apr 1970,88.48999786376953
09 Apr 1970,88.52999877929688
10 Apr 1970,88.23999786376953
13 Apr 1970,87.63999938964844
14 Apr 1970,86.88999938964844
15 Apr 1970,86.7300033569336
16 Apr 1970,85.87999725341797
17 Apr 1970,85.66999816894531
20 Apr 1970,85.83000183105469
21 Apr 1970,85.37999725341797
22 Apr 1970,84.2699966430664
23 Apr 1970,83.04000091552734
24 Apr 1970,82.7699966430664
27 Apr 1970,81.45999908447266
28 Apr 1970,80.2699966430664
29 Apr 1970,81.80999755859375
30 Apr 1970,81.5199966430664
01 May 1970,81.44000244140625
04 May 1970,79.37000274658203
05 May 1970,78.5999984741211
06 May 1970,79.47000122070312
07 May 1970,79.83000183105469
08 May 1970,79.44000244140625
11 May 1970,78.5999984741211
12 May 1970,77.8499984741211
13 May 1970,76.52999877929688
14 May 1970,75.44000244140625
15 May 1970,76.9000015258789
18 May 1970,76.95999908447266
19 May 1970,75.45999908447266
20 May 1970,73.5199966430664
21 May 1970,72.16000366210938
22 May 1970,72.25
25 May 1970,70.25
26 May 1970,69.29000091552734
27 May 1970,72.7699966430664
28 May 1970,74.61000061035156
29 May 1970,76.55000305175781
01 Jun 1970,77.83999633789062
02 Jun 1970,77.83999633789062
03 Jun 1970,78.5199966430664
04 Jun 1970,77.36000061035156
05 Jun 1970,76.16999816894531
08 Jun 1970,76.29000091552734
09 Jun 1970,76.25
10 Jun 1970,75.4800033569336
11 Jun 1970,74.44999694824219
12 Jun 1970,73.87999725341797
15 Jun 1970,74.58000183105469
16 Jun 1970,76.1500015258789
17 Jun 1970,76.0
18 Jun 1970,76.51000213623047
19 Jun 1970,77.05000305175781
22 Jun 1970,76.63999938964844
23 Jun 1970,74.76000213623047
24 Jun 1970,73.97000122070312
25 Jun 1970,74.0199966430664
26 Jun 1970,73.47000122070312
29 Jun 1970,72.88999938964844
30 Jun 1970,72.72000122070312
01 Jul 1970,72.94000244140625
02 Jul 1970,72.91999816894531
06 Jul 1970,71.77999877929688
07 Jul 1970,71.2300033569336
08 Jul 1970,73.0
09 Jul 1970,74.05999755859375
10 Jul 1970,74.44999694824219
13 Jul 1970,74.55000305175781
14 Jul 1970,74.41999816894531
15 Jul 1970,75.2300033569336
16 Jul 1970,76.33999633789062
17 Jul 1970,77.69000244140625
20 Jul 1970,77.79000091552734
21 Jul 1970,76.9800033569336
22 Jul 1970,77.02999877929688
23 Jul 1970,78.0
24 Jul 1970,77.81999969482422
27 Jul 1970,77.6500015258789
28 Jul 1970,77.7699966430664
29 Jul 1970,78.04000091552734
30 Jul 1970,78.06999969482422
31 Jul 1970,78.05000305175781
03 Aug 1970,77.0199966430664
04 Aug 1970,77.19000244140625
05 Aug 1970,77.18000030517578
06 Aug 1970,77.08000183105469
07 Aug 1970,77.27999877929688
10 Aug 1970,76.19999694824219
11 Aug 1970,75.81999969482422
12 Aug 1970,75.41999816894531
13 Aug 1970,74.76000213623047
14 Aug 1970,75.18000030517578
17 Aug 1970,75.33000183105469
18 Aug 1970,76.19999694824219
19 Aug 1970,76.95999908447266
20 Aug 1970,77.83999633789062
21 Aug 1970,79.23999786376953
24 Aug 1970,80.98999786376953
25 Aug 1970,81.12000274658203
26 Aug 1970,81.20999908447266
27 Aug 1970,81.08000183105469
28 Aug 1970,81.86000061035156
31 Aug 1970,81.5199966430664
01 Sep 1970,80.94999694824219
02 Sep 1970,80.95999908447266
03 Sep 1970,82.08999633789062
04 Sep 1970,82.83000183105469
08 Sep 1970,83.04000091552734
09 Sep 1970,82.79000091552734
10 Sep 1970,82.30000305175781
11 Sep 1970,82.5199966430664
14 Sep 1970,82.06999969482422
15 Sep 1970,81.36000061035156
16 Sep 1970,81.79000091552734
17 Sep 1970,82.29000091552734
18 Sep 1970,82.62000274658203
21 Sep 1970,81.91000366210938
22 Sep 1970,81.86000061035156
23 Sep 1970,81.91000366210938
24 Sep 1970,81.66000366210938
25 Sep 1970,82.83000183105469
28 Sep 1970,83.91000366210938
29 Sep 1970,83.86000061035156
30 Sep 1970,84.30000305175781
01 Oct 1970,84.31999969482422
02 Oct 1970,85.16000366210938
05 Oct 1970,86.47000122070312
06 Oct 1970,86.8499984741211
07 Oct 1970,86.88999938964844
08 Oct 1970,85.94999694824219
09 Oct 1970,85.08000183105469
12 Oct 1970,84.16999816894531
13 Oct 1970,84.05999755859375
14 Oct 1970,84.19000244140625
15 Oct 1970,84.6500015258789
16 Oct 1970,84.27999877929688
19 Oct 1970,83.1500015258789
20 Oct 1970,83.63999938964844
21 Oct 1970,83.66000366210938
22 Oct 1970,83.37999725341797
23 Oct 1970,83.7699966430664
26 Oct 1970,83.30999755859375
27 Oct 1970,83.12000274658203
28 Oct 1970,83.43000030517578
29 Oct 1970,83.36000061035156
30 Oct 1970,83.25
02 Nov 1970,83.51000213623047
03 Nov 1970,84.22000122070312
04 Nov 1970,84.38999938964844
05 Nov 1970,84.0999984741211
06 Nov 1970,84.22000122070312
09 Nov 1970,84.66999816894531
10 Nov 1970,84.79000091552734
11 Nov 1970,85.02999877929688
12 Nov 1970,84.1500015258789
13 Nov 1970,83.37000274658203
16 Nov 1970,83.23999786376953
17 Nov 1970,83.47000122070312
18 Nov 1970,82.79000091552734
19 Nov 1970,82.91000366210938
20 Nov 1970,83.72000122070312
23 Nov 1970,84.23999786376953
24 Nov 1970,84.77999877929688
25 Nov 1970,85.08999633789062
27 Nov 1970,85.93000030517578
30 Nov 1970,87.19999694824219
01 Dec 1970,87.47000122070312
02 Dec 1970,88.4800033569336
03 Dec 1970,88.9000015258789
04 Dec 1970,89.45999908447266
07 Dec 1970,89.94000244140625
08 Dec 1970,89.47000122070312
09 Dec 1970,89.54000091552734
10 Dec 1970,89.91999816894531
11 Dec 1970,90.26000213623047
14 Dec 1970,89.80000305175781
15 Dec 1970,89.66000366210938
16 Dec 1970,89.72000122070312
17 Dec 1970,90.04000091552734
18 Dec 1970,90.22000122070312
21 Dec 1970,89.94000244140625
22 Dec 1970,90.04000091552734
23 Dec 1970,90.0999984741211
24 Dec 1970,90.61000061035156
28 Dec 1970,91.08999633789062
29 Dec 1970,92.08000183105469
30 Dec 1970,92.2699966430664
31 Dec 1970,92.1500015258789
04 Jan 1971,91.1500015258789
05 Jan 1971,91.80000305175781
06 Jan 1971,92.3499984741211
07 Jan 1971,92.37999725341797
08 Jan 1971,92.19000244140625
11 Jan 1971,91.9800033569336
12 Jan 1971,92.72000122070312
13 Jan 1971,92.55999755859375
14 Jan 1971,92.80000305175781
15 Jan 1971,93.02999877929688
18 Jan 1971,93.41000366210938
19 Jan 1971,93.76000213623047
20 Jan 1971,93.77999877929688
21 Jan 1971,94.19000244140625
22 Jan 1971,94.87999725341797
25 Jan 1971,95.27999877929688
26 Jan 1971,95.58999633789062
27 Jan 1971,94.88999938964844
28 Jan 1971,95.20999908447266
29 Jan 1971,95.87999725341797
01 Feb 1971,96.41999816894531
02 Feb 1971,96.43000030517578
03 Feb 1971,96.62999725341797
04 Feb 1971,96.62000274658203
05 Feb 1971,96.93000030517578
08 Feb 1971,97.44999694824219
09 Feb 1971,97.51000213623047
10 Feb 1971,97.38999938964844
11 Feb 1971,97.91000366210938
12 Feb 1971,98.43000030517578
16 Feb 1971,98.66000366210938
17 Feb 1971,98.19999694824219
18 Feb 1971,97.55999755859375
19 Feb 1971,96.73999786376953
22 Feb 1971,95.72000122070312
23 Feb 1971,96.08999633789062
24 Feb 1971,96.7300033569336
25 Feb 1971,96.95999908447266
26 Feb 1971,96.75
01 Mar 1971,97.0
02 Mar 1971,96.9800033569336
03 Mar 1971,96.94999694824219
04 Mar 1971,97.91999816894531
05 Mar 1971,98.95999908447266
08 Mar 1971,99.37999725341797
09 Mar 1971,99.45999908447266
10 Mar 1971,99.30000305175781
11 Mar 1971,99.38999938964844
12 Mar 1971,99.56999969482422
15 Mar 1971,100.70999908447266
16 Mar 1971,101.20999908447266
17 Mar 1971,101.12000274658203
18 Mar 1971,101.19000244140625
19 Mar 1971,101.01000213623047
22 Mar 1971,100.62000274658203
23 Mar 1971,100.27999877929688
24 Mar 1971,99.62000274658203
25 Mar 1971,99.61000061035156
26 Mar 1971,99.94999694824219
29 Mar 1971,100.02999877929688
30 Mar 1971,100.26000213623047
31 Mar 1971,100.30999755859375
01 Apr 1971,100.38999938964844
02 Apr 1971,100.55999755859375
05 Apr 1971,100.79000091552734
06 Apr 1971,101.51000213623047
07 Apr 1971,101.9800033569336
08 Apr 1971,102.0999984741211
12 Apr 1971,102.87999725341797
13 Apr 1971,102.9800033569336
14 Apr 1971,103.37000274658203
15 Apr 1971,103.5199966430664
16 Apr 1971,103.48999786376953
19 Apr 1971,104.01000213623047
20 Apr 1971,103.61000061035156
21 Apr 1971,103.36000061035156
22 Apr 1971,103.55999755859375
23 Apr 1971,104.05000305175781
26 Apr 1971,103.94000244140625
27 Apr 1971,104.58999633789062
28 Apr 1971,104.7699966430664
29 Apr 1971,104.62999725341797
30 Apr 1971,103.94999694824219
03 May 1971,103.29000091552734
04 May 1971,103.79000091552734
05 May 1971,103.77999877929688
06 May 1971,103.2300033569336
07 May 1971,102.87000274658203
10 May 1971,102.36000061035156
11 May 1971,102.62000274658203
12 May 1971,102.9000015258789
13 May 1971,102.69000244140625
14 May 1971,102.20999908447266
17 May 1971,100.69000244140625
18 May 1971,100.83000183105469
19 May 1971,101.06999969482422
20 May 1971,101.30999755859375
21 May 1971,100.98999786376953
24 May 1971,100.12999725341797
25 May 1971,99.47000122070312
26 May 1971,99.58999633789062
27 May 1971,99.4000015258789
28 May 1971,99.62999725341797
01 Jun 1971,100.19999694824219
02 Jun 1971,100.95999908447266
03 Jun 1971,101.01000213623047
04 Jun 1971,101.30000305175781
07 Jun 1971,101.08999633789062
08 Jun 1971,100.31999969482422
09 Jun 1971,100.29000091552734
10 Jun 1971,100.63999938964844
11 Jun 1971,101.06999969482422
14 Jun 1971,100.22000122070312
15 Jun 1971,100.31999969482422
16 Jun 1971,100.5199966430664
17 Jun 1971,100.5
18 Jun 1971,98.97000122070312
21 Jun 1971,97.87000274658203
22 Jun 1971,97.58999633789062
23 Jun 1971,98.41000366210938
24 Jun 1971,98.12999725341797
25 Jun 1971,97.98999786376953
28 Jun 1971,97.73999786376953
29 Jun 1971,98.81999969482422
30 Jun 1971,98.69999694824219
01 Jul 1971,99.77999877929688
02 Jul 1971,99.77999877929688
06 Jul 1971,99.76000213623047
07 Jul 1971,100.04000091552734
08 Jul 1971,100.33999633789062
09 Jul 1971,100.69000244140625
12 Jul 1971,100.81999969482422
13 Jul 1971,99.5
14 Jul 1971,99.22000122070312
15 Jul 1971,99.27999877929688
16 Jul 1971,99.11000061035156
19 Jul 1971,98.93000030517578
20 Jul 1971,99.31999969482422
21 Jul 1971,99.27999877929688
22 Jul 1971,99.11000061035156
23 Jul 1971,98.94000244140625
26 Jul 1971,98.13999938964844
27 Jul 1971,97.77999877929688
28 Jul 1971,97.06999969482422
29 Jul 1971,96.0199966430664
30 Jul 1971,95.58000183105469
02 Aug 1971,95.95999908447266
03 Aug 1971,94.51000213623047
04 Aug 1971,93.88999938964844
05 Aug 1971,94.08999633789062
06 Aug 1971,94.25
09 Aug 1971,93.52999877929688
10 Aug 1971,93.54000091552734
11 Aug 1971,94.66000366210938
12 Aug 1971,96.0
13 Aug 1971,95.69000244140625
16 Aug 1971,98.76000213623047
17 Aug 1971,99.98999786376953
18 Aug 1971,98.5999984741211
19 Aug 1971,98.16000366210938
20 Aug 1971,98.33000183105469
23 Aug 1971,99.25
24 Aug 1971,100.4000015258789
25 Aug 1971,100.41000366210938
26 Aug 1971,100.23999786376953
27 Aug 1971,100.4800033569336
30 Aug 1971,99.5199966430664
31 Aug 1971,99.02999877929688
01 Sep 1971,99.06999969482422
02 Sep 1971,99.29000091552734
03 Sep 1971,100.69000244140625
07 Sep 1971,101.1500015258789
08 Sep 1971,101.33999633789062
09 Sep 1971,100.80000305175781
10 Sep 1971,100.41999816894531
13 Sep 1971,100.06999969482422
14 Sep 1971,99.33999633789062
15 Sep 1971,99.7699966430664
16 Sep 1971,99.66000366210938
17 Sep 1971,99.95999908447266
20 Sep 1971,99.68000030517578
21 Sep 1971,99.33999633789062
22 Sep 1971,98.47000122070312
23 Sep 1971,98.37999725341797
24 Sep 1971,98.1500015258789
27 Sep 1971,97.62000274658203
28 Sep 1971,97.87999725341797
